GROUP;PACKAGE;CLASS;Coverage Instructions;Coverage Branches;Coverage Lines;Coverage Complexity;Coverage Methods;Missed Instructions;Covered Instructions;Missed Branches;Covered Branches;Missed Lines;Covered Lines;Missed Complexity;Covered Complexity;Missed Methods;Covered Methods
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.entity;StandardEntityCollectionTest;100%;0,00%;100,00%;100,00%;100,00%;0;151;0;0;0;38;0;4;0;4
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.entity;CategoryLabelEntityTest;100%;0,00%;100,00%;100,00%;100,00%;0;169;0;0;0;37;0;4;0;4
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.entity;PieSectionEntityTest;100%;0,00%;100,00%;100,00%;100,00%;0;203;0;0;0;51;0;4;0;4
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.entity;CategoryItemEntityTest;100%;0,00%;100,00%;100,00%;100,00%;0;215;0;0;0;50;0;4;0;4
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.entity;LegendItemEntityTest;100%;0,00%;100,00%;100,00%;100,00%;0;151;0;0;0;39;0;4;0;4
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.data.gantt;TaskSeriesCollectionTest;98%;0,00%;95,82%;100,00%;100,00%;37;1959;0;0;15;344;0;28;0;28
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.data.gantt;SlidingGanttCategoryDatasetTest;97%;50,00%;97,67%;71,43%;100,00%;12;447;2;2;2;84;2;5;0;5
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.data.gantt;TaskSeriesTest;100%;0,00%;100,00%;100,00%;100,00%;0;310;0;0;0;42;0;5;0;5
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.data.gantt;XYTaskDatasetTest;100%;0,00%;100,00%;100,00%;100,00%;0;351;0;0;0;59;0;4;0;4
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.data.gantt;TaskTest;100%;0,00%;100,00%;100,00%;100,00%;0;257;0;0;0;44;0;5;0;5
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.text.format;LogFormatTest;100%;0,00%;100,00%;100,00%;100,00%;0;164;0;0;0;38;0;5;0;5
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.text.format;HMSNumberFormatTest;100%;0,00%;100,00%;100,00%;100,00%;0;38;0;0;0;9;0;2;0;2
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.text.format;RelativeDateFormatTest;99%;50,00%;100,00%;81,82%;100,00%;4;344;2;2;0;100;2;9;0;9
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.internal;HashUtilsTest;100%;0,00%;100,00%;100,00%;100,00%;0;44;0;0;0;10;0;2;0;2
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.internal;LineUtilsTest;98%;50,00%;100,00%;50,00%;100,00%;8;371;4;4;0;64;4;4;0;4
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.internal;SerialUtilsTest.ObjectWithMapOfStroke;100%;0,00%;100,00%;100,00%;100,00%;0;23;0;0;0;10;0;4;0;4
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.internal;CloneUtilsTest;100%;0,00%;100,00%;100,00%;100,00%;0;65;0;0;0;19;0;3;0;3
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.internal;ShapeUtilsTest;100%;0,00%;100,00%;100,00%;100,00%;0;181;0;0;0;44;0;6;0;6
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.internal;ArgsTest;65%;0,00%;60,00%;50,00%;50,00%;12;22;0;0;4;6;2;2;2;2
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.internal;SerialUtilsTest.ObjectWithMapOfPaint;100%;0,00%;100,00%;100,00%;100,00%;0;23;0;0;0;10;0;4;0;4
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.internal;SerialUtilsTest;100%;0,00%;100,00%;100,00%;100,00%;0;86;0;0;0;17;0;3;0;3
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.legend;LegendGraphicTest;97%;50,00%;100,00%;42,86%;100,00%;12;426;8;8;0;102;8;6;0;6
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.legend;PaintScaleLegendTest;100%;50,00%;100,00%;83,33%;100,00%;1;286;1;1;0;73;1;5;0;5
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.legend;LegendTitleTest;100%;0,00%;100,00%;100,00%;100,00%;0;237;0;0;0;61;0;5;0;5
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.data.time;MinuteTest;98%;0,00%;96,62%;100,00%;100,00%;20;876;0;0;8;229;0;34;0;34
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.data.time;YearTest;95%;0,00%;94,09%;100,00%;100,00%;38;728;0;0;14;223;0;38;0;38
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.data.time;TimePeriodValuesTest.MySeriesChangeListener;76%;0,00%;75,00%;75,00%;75,00%;4;13;0;0;2;6;1;3;1;3
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.data.time;TimePeriodValueTest;100%;0,00%;100,00%;100,00%;100,00%;0;91;0;0;0;19;0;5;0;5
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.data.time;TimePeriodValuesCollectionTest;97%;0,00%;95,35%;100,00%;100,00%;10;336;0;0;4;82;0;7;0;7
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.data.time;MillisecondTest;98%;0,00%;96,85%;100,00%;100,00%;20;1043;0;0;8;246;0;34;0;34
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.data.time;FixedMillisecondTest;100%;0,00%;100,00%;100,00%;100,00%;0;65;0;0;0;20;0;5;0;5
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.data.time;QuarterTest;95%;0,00%;93,48%;100,00%;100,00%;51;882;0;0;18;258;0;45;0;45
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.data.time;TimePeriodValuesTest;99%;0,00%;98,32%;100,00%;100,00%;4;539;0;0;2;117;0;13;0;13
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.data.time;DayTest;97%;50,00%;96,15%;97,73%;100,00%;28;888;1;1;10;250;1;43;0;43
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.data.time;HourTest;98%;0,00%;96,65%;100,00%;100,00%;20;858;0;0;8;231;0;38;0;38
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.data.time;TimePeriodAnchorTest;100%;0,00%;100,00%;100,00%;100,00%;0;23;0;0;0;9;0;3;0;3
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.data.time;TimeSeriesTest;98%;0,00%;94,97%;100,00%;100,00%;74;3052;0;0;33;623;0;45;0;45
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.data.time;SimpleTimePeriodTest;100%;0,00%;100,00%;100,00%;100,00%;0;448;0;0;0;75;0;8;0;8
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.data.time;SecondTest;98%;0,00%;96,60%;100,00%;100,00%;20;919;0;0;8;227;0;33;0;33
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.data.time;DateRangeTest;100%;0,00%;100,00%;100,00%;100,00%;0;168;0;0;0;29;0;5;0;5
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.data.time;TimeSeriesDataItemTest;100%;0,00%;100,00%;100,00%;100,00%;0;80;0;0;0;21;0;4;0;4
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.data.time;TimeTableXYDatasetTest;98%;50,00%;96,83%;77,78%;100,00%;7;282;2;2;2;61;2;7;0;7
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.data.time;MonthTest;96%;0,00%;94,70%;100,00%;100,00%;41;879;0;0;14;250;0;44;0;44
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.data.time;MovingAverageTest;100%;0,00%;100,00%;100,00%;100,00%;0;168;0;0;0;31;0;3;0;3
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.data.time;WeekTest;97%;0,00%;97,06%;100,00%;100,00%;34;1172;0;0;10;330;0;46;0;46
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.data.time;TimeSeriesCollectionTest;99%;0,00%;98,51%;100,00%;100,00%;8;1164;0;0;4;264;0;14;0;14
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.swing;ChartPanelTest;99%;50,00%;98,73%;81,82%;85,71%;8;613;1;1;2;156;4;18;3;18
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.swing;CrosshairOverlayTest;100%;0,00%;100,00%;100,00%;100,00%;0;112;0;0;0;24;0;4;0;4
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.renderer.category;StatisticalLineAndShapeRendererTest;98%;0,00%;97,40%;100,00%;100,00%;4;257;0;0;2;75;0;9;0;9
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.renderer.category;BoxAndWhiskerRendererTest.new DefaultBoxAndWhiskerCategoryDataset() {...};80%;0,00%;66,67%;66,67%;66,67%;2;8;0;0;1;2;1;2;1;2
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.renderer.category;IntervalBarRendererTest;99%;0,00%;96,72%;100,00%;100,00%;4;340;0;0;2;59;0;8;0;8
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.renderer.category;DefaultCategoryItemRendererTest;100%;0,00%;100,00%;100,00%;100,00%;0;82;0;0;0;27;0;6;0;6
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.renderer.category;BarRendererTest;99%;50,00%;100,00%;83,33%;100,00%;4;555;2;2;0;145;2;10;0;10
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.renderer.category;GradientBarPainterTest;100%;0,00%;100,00%;100,00%;100,00%;0;137;0;0;0;32;0;5;0;5
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.renderer.category;GroupedStackedBarRendererTest;99%;0,00%;97,14%;100,00%;100,00%;4;271;0;0;2;68;0;7;0;7
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.renderer.category;AreaRendererTest;100%;0,00%;100,00%;100,00%;100,00%;0;205;0;0;0;52;0;7;0;7
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.renderer.category;MinMaxCategoryRendererTest;98%;0,00%;96,30%;100,00%;100,00%;3;178;0;0;2;52;0;7;0;7
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.renderer.category;ScatterRendererTest;98%;50,00%;95,35%;66,67%;100,00%;8;330;4;4;4;82;4;8;0;8
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.renderer.category;GanttRendererTest;100%;0,00%;100,00%;100,00%;100,00%;0;174;0;0;0;49;0;6;0;6
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.renderer.category;StatisticalBarRendererTest;96%;0,00%;92,06%;100,00%;100,00%;20;452;0;0;10;116;0;12;0;12
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.renderer.category;StackedBarRendererTest;100%;0,00%;100,00%;100,00%;100,00%;0;184;0;0;0;47;0;7;0;7
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.renderer.category;CategoryStepRendererTest;100%;0,00%;100,00%;100,00%;100,00%;0;154;0;0;0;40;0;6;0;6
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.renderer.category;BoxAndWhiskerRendererTest.new DefaultBoxAndWhiskerCategoryDataset() {...};80%;0,00%;66,67%;66,67%;66,67%;2;8;0;0;1;2;1;2;1;2
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.renderer.category;LineAndShapeRendererTest;95%;50,00%;91,11%;36,00%;100,00%;28;486;16;16;12;123;16;9;0;9
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.renderer.category;LevelRendererTest;97%;50,00%;97,40%;69,23%;100,00%;8;264;4;4;2;75;4;9;0;9
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.renderer.category;StackedAreaRendererTest;100%;0,00%;100,00%;100,00%;100,00%;0;181;0;0;0;46;0;7;0;7
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.renderer.category;BoxAndWhiskerRendererTest;97%;50,00%;92,39%;90,48%;100,00%;37;1088;2;2;22;267;2;19;0;19
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.renderer.category;LayeredBarRendererTest;97%;0,00%;95,92%;100,00%;100,00%;4;153;0;0;2;47;0;7;0;7
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.renderer.category;StandardBarPainterTest;100%;0,00%;100,00%;100,00%;100,00%;0;59;0;0;0;20;0;5;0;5
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.renderer.category;AbstractCategoryItemRendererTest;100%;0,00%;100,00%;100,00%;100,00%;0;641;0;0;0;172;0;12;0;12
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.renderer.category;WaterfallBarRendererTest;100%;0,00%;100,00%;100,00%;100,00%;0;162;0;0;0;51;0;7;0;7
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.renderer.xy;XYShapeRendererTest;100%;0,00%;100,00%;100,00%;100,00%;0;426;0;0;0;79;0;6;0;6
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.renderer.xy;XYErrorRendererTest;100%;0,00%;100,00%;100,00%;100,00%;0;242;0;0;0;69;0;10;0;10
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.renderer.xy;StackedXYAreaRenderer2Test;98%;50,00%;96,72%;88,89%;100,00%;4;196;1;1;2;59;1;8;0;8
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.renderer.xy;XYAreaRendererTest;99%;0,00%;98,35%;100,00%;100,00%;4;460;0;0;2;119;0;8;0;8
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.renderer.xy;CandlestickRendererTest;100%;0,00%;100,00%;100,00%;100,00%;0;354;0;0;0;96;0;8;0;8
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.renderer.xy;HighLowRendererTest;100%;0,00%;100,00%;100,00%;100,00%;0;254;0;0;0;68;0;7;0;7
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.renderer.xy;StackedXYAreaRendererTest;98%;0,00%;95,92%;100,00%;100,00%;8;338;0;0;4;94;0;9;0;9
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.renderer.xy;XYStepRendererTest;97%;0,00%;95,12%;100,00%;100,00%;8;279;0;0;4;78;0;8;0;8
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.renderer.xy;ClusteredXYBarRendererTest;100%;0,00%;100,00%;100,00%;100,00%;0;409;0;0;0;65;0;8;0;8
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.renderer.xy;XYBlockRendererTest;100%;0,00%;100,00%;100,00%;100,00%;0;268;0;0;0;81;0;10;0;10
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.renderer.xy;XYLineAndShapeRendererTest;100%;50,00%;100,00%;90,91%;100,00%;1;575;1;1;0;156;1;10;0;10
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.renderer.xy;XYSplineRendererTest;100%;0,00%;100,00%;100,00%;100,00%;0;144;0;0;0;46;0;6;0;6
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.renderer.xy;WindItemRendererTest;100%;0,00%;100,00%;100,00%;100,00%;0;76;0;0;0;25;0;6;0;6
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.renderer.xy;XYBoxAndWhiskerRendererTest;97%;50,00%;96,72%;77,78%;100,00%;6;222;2;2;2;59;2;7;0;7
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.renderer.xy;StackedXYBarRendererTest;100%;0,00%;100,00%;100,00%;100,00%;0;200;0;0;0;63;0;8;0;8
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.renderer.xy;GradientXYBarPainterTest;100%;0,00%;100,00%;100,00%;100,00%;0;137;0;0;0;32;0;5;0;5
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.renderer.xy;VectorRendererTest;100%;0,00%;100,00%;100,00%;100,00%;0;93;0;0;0;30;0;6;0;6
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.renderer.xy;StandardXYItemRendererTest;100%;0,00%;100,00%;100,00%;100,00%;0;457;0;0;0;123;0;8;0;8
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.renderer.xy;DeviationRendererTest;100%;0,00%;100,00%;100,00%;100,00%;0;91;0;0;0;30;0;6;0;6
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.renderer.xy;XYStepAreaRendererTest;98%;0,00%;97,22%;100,00%;100,00%;4;233;0;0;2;70;0;7;0;7
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.renderer.xy;XYDotRendererTest;100%;0,00%;100,00%;100,00%;100,00%;0;253;0;0;0;70;0;7;0;7
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.renderer.xy;XYDifferenceRendererTest;100%;50,00%;100,00%;87,50%;100,00%;0;340;1;1;0;85;1;7;0;7
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.renderer.xy;XYBubbleRendererTest;100%;0,00%;100,00%;100,00%;100,00%;0;453;0;0;0;66;0;7;0;7
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.renderer.xy;YIntervalRendererTest;100%;0,00%;100,00%;100,00%;100,00%;0;491;0;0;0;121;0;7;0;7
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.renderer.xy;XYAreaRenderer2Test;98%;50,00%;97,70%;88,89%;100,00%;6;332;1;1;2;85;1;8;0;8
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.renderer.xy;StandardXYBarPainterTest;100%;0,00%;100,00%;100,00%;100,00%;0;59;0;0;0;20;0;5;0;5
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.renderer.xy;XYBarRendererTest;99%;50,00%;100,00%;75,00%;100,00%;8;854;4;4;0;184;4;12;0;12
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.renderer.xy;AbstractXYItemRendererTest;100%;0,00%;100,00%;100,00%;100,00%;0;230;0;0;0;64;0;9;0;9
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.renderer.xy;RendererXYPackageUtils;97%;0,00%;95,24%;66,67%;66,67%;3;84;0;0;1;20;1;2;1;2
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.renderer.xy;DeviationStepRendererTest;100%;0,00%;100,00%;100,00%;100,00%;0;91;0;0;0;30;0;6;0;6
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.data;DataUtilsTest;100%;0,00%;100,00%;100,00%;100,00%;0;689;0;0;0;133;0;8;0;8
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.data;DomainOrderTest;100%;0,00%;100,00%;100,00%;100,00%;0;67;0;0;0;25;0;4;0;4
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.data;ComparableObjectItemTest;95%;50,00%;94,74%;66,67%;100,00%;8;159;3;3;2;36;3;6;0;6
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.data;DefaultKeyedValueTest;95%;0,00%;97,62%;100,00%;100,00%;8;162;0;0;1;41;0;6;0;6
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.data;KeyedObjectsTest;91%;0,00%;87,28%;100,00%;100,00%;51;505;0;0;22;151;0;11;0;11
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.data;DefaultKeyedValuesTest;95%;0,00%;92,09%;100,00%;100,00%;47;930;0;0;20;233;0;19;0;19
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.data;RangeTest;94%;0,00%;92,98%;100,00%;100,00%;43;714;0;0;12;159;0;14;0;14
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.data;DefaultKeyedValues2DTest;93%;0,00%;89,94%;100,00%;100,00%;42;552;0;0;16;143;0;15;0;15
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.data;KeyedObjectTest;100%;0,00%;100,00%;100,00%;100,00%;0;147;0;0;0;37;0;5;0;5
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.data;ComparableObjectSeriesTest;99%;0,00%;97,37%;100,00%;100,00%;4;280;0;0;2;74;0;6;0;6
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.data;DatasetChangeConfirmation;100%;0,00%;100,00%;100,00%;100,00%;0;7;0;0;0;3;0;2;0;2
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.data;KeyedObjects2DTest;84%;0,00%;81,91%;100,00%;100,00%;94;509;0;0;36;163;0;12;0;12
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.data;ComparableObjectSeriesTest.MyComparableObjectSeries;79%;0,00%;85,71%;75,00%;75,00%;4;15;0;0;1;6;1;3;1;3
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.data;KeyToGroupMapTest;97%;0,00%;95,92%;100,00%;100,00%;11;354;0;0;4;94;0;9;0;9
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.data;RangeTypeTest;100%;0,00%;100,00%;100,00%;100,00%;0;67;0;0;0;25;0;4;0;4
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.data.function;NormalDistributionFunction2DTest;100%;0,00%;100,00%;100,00%;100,00%;0;86;0;0;0;27;0;5;0;5
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.data.function;PolynomialFunction2DTest;97%;0,00%;95,35%;100,00%;100,00%;6;226;0;0;2;41;0;7;0;7
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.data.function;PowerFunction2DTest;100%;0,00%;100,00%;100,00%;100,00%;0;86;0;0;0;21;0;5;0;5
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.data.function;LineFunction2DTest;100%;0,00%;100,00%;100,00%;100,00%;0;86;0;0;0;21;0;5;0;5
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.plot.pie;MultiplePiePlotTest;99%;0,00%;97,50%;85,71%;85,71%;4;303;0;0;2;78;1;6;1;6
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.plot.pie;PiePlotTest.NullLegendLabelGenerator;71%;0,00%;66,67%;66,67%;66,67%;2;5;0;0;1;2;1;2;1;2
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.plot.pie;PieLabelRecordTest;100%;0,00%;100,00%;100,00%;100,00%;0;319;0;0;0;46;0;4;0;4
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.chart.plot.pie;PiePlotTest;99%;50,00%;98,97%;94,44%;100,00%;8;1475;1;1;4;386;1;17;0;17
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.data.xy;VectorSeriesCollectionTest;100%;0,00%;100,00%;100,00%;100,00%;0;204;0;0;0;54;0;6;0;6
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.data.xy;VectorTest;100%;0,00%;100,00%;100,00%;100,00%;0;107;0;0;0;28;0;5;0;5
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.data.xy;XIntervalSeriesTest;100%;0,00%;100,00%;100,00%;100,00%;0;641;0;0;0;136;0;15;0;15
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.data.xy;YIntervalSeriesCollectionTest;92%;0,00%;87,50%;100,00%;100,00%;16;187;0;0;8;56;0;7;0;7
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.data.xy;OHLCDataItemTest;100%;0,00%;100,00%;100,00%;100,00%;0;74;0;0;0;13;0;4;0;4
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.data.xy;XYIntervalTest;100%;0,00%;100,00%;100,00%;100,00%;0;175;0;0;0;32;0;4;0;4
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.data.xy;TableXYDatasetTest;100%;0,00%;100,00%;100,00%;100,00%;0;409;0;0;0;106;0;14;0;14
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.data.xy;DefaultXYZDatasetTest;94%;0,00%;93,94%;100,00%;100,00%;43;638;0;0;6;93;0;9;0;9
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.data.xy;DefaultHighLowDatasetTest;100%;0,00%;100,00%;100,00%;100,00%;0;661;0;0;0;95;0;5;0;5
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.data.xy;DefaultTableXYDatasetTest;97%;0,00%;95,40%;100,00%;100,00%;10;356;0;0;4;83;0;7;0;7
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.data.xy;XYIntervalDataItemTest;100%;0,00%;100,00%;100,00%;100,00%;0;271;0;0;0;53;0;5;0;5
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.data.xy;VectorSeriesTest;100%;0,00%;100,00%;100,00%;100,00%;0;608;0;0;0;126;0;13;0;13
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.data.xy;XYBarDatasetTest;100%;0,00%;100,00%;100,00%;100,00%;0;373;0;0;0;50;0;5;0;5
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.data.xy;MatrixSeriesCollectionTest;100%;0,00%;100,00%;100,00%;100,00%;0;145;0;0;0;37;0;5;0;5
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.data.xy;XYSeriesCollectionTest;94%;0,00%;90,55%;100,00%;100,00%;61;941;0;0;24;230;0;17;0;17
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.data.xy;YIntervalSeriesTest;100%;0,00%;100,00%;100,00%;100,00%;0;581;0;0;0;124;0;13;0;13
java (16/05/2022 05:44:50)/jfreechart-master/src/test/java;org.jfree.data.xy;XYSeriesTest;100%;0,00%;99,30%;100,00%;100,00%;9;1899;0;0;3;427;0;37;0;37
